id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
162016; Xavier Quentin Shay; Simons; 173; 2023; 21.0; 179.0; 58.0; Netherlands; 28.0; 2344.0; Midfielder; 7.771428; 45.0; 28.0; 7.0; 1171.0; 34.0; 75.0; 10.0; 325.0; 180.0; 27.0; 12.0; 122.0; 71.0; 64.0; 27.0; 8.0; 0.0; false
1095; Xaver; Schlager; 173; 2023; 27.0; 174.0; 76.0; Austria; 26.0; 2289.0; Midfielder; 7.188461; 9.0; 2.0; 0.0; 1643.0; 56.0; 27.0; 5.0; 254.0; 140.0; 79.0; 19.0; 23.0; 16.0; 23.0; 32.0; 7.0; 0.0; false
7328; Nicolas; Seiwald; 173; 2023; 23.0; 179.0; 79.0; Austria; 16.0; 466.0; Midfielder; 6.65; 0.0; 0.0; 0.0; 245.0; 12.0; 3.0; 1.0; 51.0; 28.0; 21.0; 6.0; 3.0; 2.0; 1.0; 4.0; 1.0; 0.0; false
1155; Kevin; Kampl; 173; 2023; 34.0; 178.0; 66.0; Slovenia; 22.0; 1318.0; Midfielder; 6.8; 3.0; 1.0; 1.0; 955.0; 39.0; 14.0; 0.0; 83.0; 33.0; 19.0; 9.0; 11.0; 9.0; 3.0; 16.0; 3.0; 0.0; false
1323; Daniel; Olmo Carvajal; 173; 2023; 26.0; 179.0; 72.0; Spain; 18.0; 1198.0; Midfielder; 7.158823; 27.0; 14.0; 4.0; 511.0; 24.0; 24.0; 5.0; 150.0; 66.0; 20.0; 9.0; 53.0; 23.0; 14.0; 12.0; 0.0; 0.0; false
1153; Amadou; Haidara; 173; 2023; 26.0; 175.0; 72.0; Mali; 16.0; 1124.0; Midfielder; 7.23125; 15.0; 8.0; 2.0; 637.0; 33.0; 13.0; 1.0; 121.0; 76.0; 33.0; 19.0; 7.0; 5.0; 12.0; 12.0; 5.0; 0.0; false
162761; Castello Junior; Lukeba; 173; 2023; 22.0; 184.0; 73.0; France; 27.0; 1735.0; Defender; 6.915384; 5.0; 3.0; 1.0; 1537.0; 52.0; 4.0; 0.0; 114.0; 69.0; 12.0; 12.0; 16.0; 11.0; 20.0; 8.0; 3.0; 0.0; false
98; Benjamin Paa Kwesi; Henrichs; 173; 2023; 27.0; 183.0; 79.0; Germany; 28.0; 2152.0; Defender; 7.160714; 19.0; 7.0; 1.0; 1195.0; 33.0; 39.0; 4.0; 228.0; 137.0; 59.0; 29.0; 36.0; 26.0; 30.0; 21.0; 2.0; 0.0; false
268571; El Chadaille; Bitshiabu; 173; 2023; 19.0; 196.0; 95.0; France; 4.0; 15.0; Defender; 6.533333; 0.0; 0.0; 0.0; 34.0; 7.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
1148; Vilmos Tamás; Orbán; 173; 2023; 32.0; 186.0; 87.0; Hungary; 14.0; 1133.0; Defender; 7.1; 4.0; 2.0; 0.0; 1045.0; 66.0; 3.0; 0.0; 106.0; 67.0; 12.0; 11.0; 2.0; 2.0; 9.0; 12.0; 2.0; 0.0; false
22250; Mohamed; Simakan; 173; 2023; 24.0; 187.0; 82.0; France; 28.0; 1965.0; Defender; 7.032142; 23.0; 10.0; 1.0; 1424.0; 44.0; 11.0; 1.0; 212.0; 130.0; 45.0; 26.0; 18.0; 11.0; 22.0; 28.0; 7.0; 0.0; false
24841; Christopher; Lenz; 173; 2023; 30.0; 181.0; 81.0; Germany; 4.0; 32.0; Defender; 6.7; 0.0; 0.0; 0.0; 8.0; 4.0; 0.0; 0.0; 3.0; 2.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
1144; Lukas Manuel; Klostermann; 173; 2023; 28.0; 187.0; 88.0; Germany; 21.0; 1261.0; Defender; 6.91; 4.0; 2.0; 1.0; 1046.0; 47.0; 5.0; 0.0; 82.0; 35.0; 14.0; 11.0; 1.0; 0.0; 5.0; 8.0; 3.0; 0.0; false
37246; Janis Jonathan; Blaswich; 173; 2023; 33.0; 193.0; 88.0; Germany; 20.0; 1800.0; Goalkeeper; 6.865; 0.0; 0.0; 0.0; 827.0; 35.0; 1.0; 0.0; 11.0; 9.0; 1.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
1139; Péter; Gulácsi; 173; 2023; 34.0; 191.0; 86.0; Hungary; 9.0; 810.0; Goalkeeper; 6.966666; 0.0; 0.0; 0.0; 289.0; 28.0; 0.0; 0.0; 5.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
153066; Fábio Leandro; Freitas Gouveia de Carvalho; 173; 2023; 22.0; 170.0; 62.0; Portugal; 9.0; 158.0; Midfielder; 6.644444; 2.0; 2.0; 0.0; 85.0; 7.0; 2.0; 0.0; 21.0; 11.0; 3.0; 0.0; 6.0; 3.0; 3.0; 0.0; 0.0; 0.0; false
1152; Emil Peter; Forsberg; 173; 2023; 33.0; 177.0; 76.0; Sweden; 14.0; 460.0; Midfielder; 6.707142; 9.0; 5.0; 2.0; 189.0; 11.0; 6.0; 1.0; 45.0; 20.0; 7.0; 0.0; 6.0; 2.0; 9.0; 4.0; 0.0; 0.0; false
26475; Deniz; Undav; 172; 2023; 28.0; 179.0; 86.0; Germany; 25.0; 1670.0; Attacker; 7.632; 69.0; 42.0; 16.0; 610.0; 18.0; 29.0; 9.0; 204.0; 82.0; 21.0; 6.0; 39.0; 24.0; 22.0; 23.0; 3.0; 0.0; false
20617; Silas; Katompa Mvumpa; 172; 2023; 26.0; 189.0; 82.0; Congo DR; 22.0; 792.0; Attacker; 6.733333; 15.0; 6.0; 3.0; 208.0; 7.0; 13.0; 1.0; 128.0; 51.0; 4.0; 0.0; 60.0; 29.0; 13.0; 12.0; 0.0; 0.0; false
342277; Samuele; Di Benedetto; 172; 2023; 19.0; 172.0; 68.0; Germany; 1.0; 6.0; Midfielder; 6.9; 0.0; 0.0; 0.0; 11.0; 10.0; 1.0; 0.0; 3.0; 2.0; 0.0; 1.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
339230; Luca Joachim; Raimund; 172; 2023; 19.0; 188.0; 76.0; Germany; 2.0; 27.0; Midfielder; 6.45; 2.0; 0.0; 0.0; 21.0; 7.0; 0.0; 0.0; 9.0; 4.0; 3.0; 0.0; 0.0; 0.0; 0.0; 2.0; 1.0; 0.0; false
128533; Jamie; Leweling; 172; 2023; 23.0; 184.0; 86.0; Germany; 29.0; 1158.0; Attacker; 6.753571; 24.0; 19.0; 4.0; 376.0; 10.0; 21.0; 4.0; 147.0; 61.0; 18.0; 2.0; 41.0; 21.0; 18.0; 13.0; 2.0; 0.0; false
21393; Serhou Yadaly; Guirassy; 172; 2023; 28.0; 187.0; 82.0; Guinea; 23.0; 1769.0; Attacker; 7.760869; 60.0; 37.0; 25.0; 616.0; 21.0; 40.0; 1.0; 224.0; 113.0; 5.0; 5.0; 31.0; 13.0; 46.0; 15.0; 0.0; 0.0; false
25026; Roberto; Massimo; 172; 2023; 24.0; 181.0; 82.0; Germany; 5.0; 79.0; Midfielder; 6.34; 0.0; 0.0; 0.0; 34.0; 5.0; 1.0; 0.0; 9.0; 3.0; 1.0; 0.0; 0.0; 0.0; 1.0; 2.0; 1.0; 0.0; false
24798; Chris Jan; Führich; 172; 2023; 26.0; 181.0; 70.0; Germany; 29.0; 2269.0; Midfielder; 7.244827; 34.0; 20.0; 7.0; 1074.0; 31.0; 51.0; 7.0; 226.0; 104.0; 24.0; 6.0; 124.0; 68.0; 8.0; 6.0; 2.0; 0.0; false
24963; Atakan; Karazor; 172; 2023; 28.0; 191.0; 76.0; Germany; 28.0; 2322.0; Midfielder; 7.175; 10.0; 2.0; 0.0; 1594.0; 50.0; 24.0; 3.0; 282.0; 171.0; 69.0; 24.0; 16.0; 5.0; 55.0; 25.0; 9.0; 0.0; false
512; Woo-Yeong; Jeong; 172; 2023; 25.0; 180.0; 80.0; Korea Republic; 21.0; 532.0; Midfielder; 6.605263; 10.0; 5.0; 0.0; 259.0; 13.0; 7.0; 2.0; 58.0; 25.0; 13.0; 5.0; 12.0; 2.0; 7.0; 3.0; 0.0; 0.0; false
162887; Enzo Camille Alain; Millot; 172; 2023; 22.0; 174.0; 66.0; France; 27.0; 1962.0; Midfielder; 7.096296; 32.0; 18.0; 5.0; 1143.0; 36.0; 29.0; 2.0; 244.0; 106.0; 34.0; 14.0; 72.0; 36.0; 30.0; 30.0; 3.0; 0.0; false
137210; Angelo; Stiller; 172; 2023; 23.0; 183.0; 79.0; Germany; 27.0; 2337.0; Midfielder; 7.0; 1.0; 1.0; 1.0; 39.0; 35.0; 1.0; 0.0; 4.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 4.0; 0.0; false
179567; Lilian Niclas; Egloff; 172; 2023; 22.0; 182.0; 81.0; Germany; 5.0; 103.0; Midfielder; 6.46; 2.0; 0.0; 0.0; 41.0; 6.0; 0.0; 0.0; 12.0; 6.0; 4.0; 1.0; 1.0; 0.0; 2.0; 2.0; 1.0; 0.0; false
25379; Genki; Haraguchi; 172; 2023; 33.0; 179.0; 68.0; Japan; 1.0; 20.0; Midfielder; 6.3; 0.0; 0.0; 0.0; 13.0; 10.0; 0.0; 0.0; 3.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; false
129681; Anthony; Rouault; 172; 2023; 23.0; 186.0; 77.0; France; 18.0; 909.0; Defender; 6.92; 1.0; 1.0; 0.0; 800.0; 44.0; 7.0; 2.0; 87.0; 46.0; 21.0; 8.0; 6.0; 2.0; 4.0; 7.0; 3.0; 0.0; false
13; Dan-Axel; Zagadou; 172; 2023; 25.0; 196.0; 90.0; France; 19.0; 1453.0; Defender; 7.121052; 9.0; 3.0; 1.0; 1358.0; 61.0; 3.0; 0.0; 123.0; 87.0; 21.0; 18.0; 4.0; 3.0; 3.0; 17.0; 1.0; 0.0; false
32893; Hiroki; Ito; 172; 2023; 25.0; 188.0; 84.0; Japan; 21.0; 1792.0; Defender; 7.066666; 8.0; 4.0; 0.0; 1552.0; 65.0; 18.0; 2.0; 109.0; 49.0; 12.0; 23.0; 8.0; 5.0; 5.0; 13.0; 1.0; 0.0; false
48481; Leonidas; Stergiou; 172; 2023; 22.0; 181.0; 75.0; Switzerland; 11.0; 279.0; Defender; 6.51; 0.0; 0.0; 0.0; 147.0; 12.0; 2.0; 0.0; 19.0; 10.0; 8.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
26244; Pascal; Stenzel; 172; 2023; 28.0; 183.0; 74.0; Germany; 20.0; 989.0; Defender; 7.010526; 12.0; 4.0; 0.0; 635.0; 29.0; 14.0; 5.0; 100.0; 42.0; 16.0; 13.0; 7.0; 5.0; 11.0; 15.0; 2.0; 0.0; false
25342; Maximilian; Mittelstädt; 172; 2023; 27.0; 180.0; 71.0; Germany; 27.0; 1744.0; Defender; 7.273076; 14.0; 5.0; 2.0; 1200.0; 38.0; 22.0; 4.0; 264.0; 160.0; 74.0; 40.0; 49.0; 33.0; 27.0; 21.0; 4.0; 0.0; false
24868; Josha Mamadou Karaboue; Vagnoman; 172; 2023; 24.0; 190.0; 90.0; Germany; 18.0; 1181.0; Defender; 6.866666; 15.0; 7.0; 2.0; 508.0; 24.0; 7.0; 2.0; 108.0; 54.0; 28.0; 2.0; 15.0; 10.0; 8.0; 11.0; 2.0; 0.0; false
25597; Fabian; Bredlow; 172; 2023; 29.0; 190.0; 89.0; Germany; 4.0; 360.0; Goalkeeper; 7.5; 0.0; 0.0; 0.0; 164.0; 30.0; 0.0; 0.0; 2.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
399; Alexander; Nübel; 172; 2023; 28.0; 193.0; 88.0; Germany; 25.0; 2250.0; Goalkeeper; 6.984; 0.0; 0.0; 0.0; 904.0; 28.0; 0.0; 0.0; 13.0; 10.0; 2.0; 0.0; 0.0; 0.0; 3.0; 0.0; 1.0; 0.0; false
25368; Waldemar; Riptsov Anton; 172; 2023; 28.0; 189.0; 84.0; Germany; 28.0; 2437.0; Defender; 7.125; 19.0; 5.0; 0.0; 2124.0; 67.0; 6.0; 3.0; 221.0; 136.0; 32.0; 34.0; 18.0; 13.0; 25.0; 23.0; 5.0; 0.0; false
26303; Borna; Sosa; 172; 2023; 26.0; 187.0; 79.0; Croatia; 2.0; 44.0; Defender; 6.45; 0.0; 0.0; 0.0; 30.0; 13.0; 3.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
371911; Jovan; Milošević; 172; 2023; 19.0; 190.0; 84.0; Serbia; 5.0; 24.0; Attacker; 6.366666; 0.0; 0.0; 0.0; 12.0; 1.0; 0.0; 0.0; 7.0; 3.0; 0.0; 0.0; 2.0; 2.0; 1.0; 1.0; 0.0; 0.0; false
26171; Phillip; Tietz; 170; 2023; 27.0; 190.0; 86.0; Germany; 29.0; 2054.0; Attacker; 6.982758; 38.0; 18.0; 8.0; 458.0; 9.0; 27.0; 4.0; 328.0; 136.0; 19.0; 6.0; 30.0; 12.0; 15.0; 37.0; 1.0; 0.0; false
24826; Sven; Michel; 170; 2023; 34.0; 179.0; 80.0; Germany; 18.0; 502.0; Attacker; 6.658823; 10.0; 7.0; 2.0; 133.0; 5.0; 8.0; 1.0; 94.0; 33.0; 5.0; 0.0; 21.0; 10.0; 3.0; 9.0; 2.0; 0.0; false
348888; Mert; Kömür; 170; 2023; 19.0; 183.0; 77.0; Germany; 2.0; 26.0; Midfielder; 6.25; 0.0; 0.0; 0.0; 8.0; 3.0; 0.0; 0.0; 6.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
182434; Dion Drena; Beljo; 170; 2023; 22.0; 195.0; 84.0; Croatia; 22.0; 515.0; Attacker; 6.675; 13.0; 8.0; 2.0; 147.0; 5.0; 8.0; 0.0; 71.0; 34.0; 0.0; 1.0; 20.0; 10.0; 7.0; 9.0; 2.0; 0.0; false
46930; Ermedin; Demirović; 170; 2023; 26.0; 185.0; 80.0; Bosnia and Herzegovina; 28.0; 2431.0; Attacker; 7.260714; 57.0; 34.0; 15.0; 466.0; 10.0; 27.0; 8.0; 317.0; 118.0; 21.0; 7.0; 50.0; 23.0; 33.0; 50.0; 5.0; 0.0; false
24904; Niklas Bernd; Dorsch; 170; 2023; 26.0; 178.0; 76.0; Germany; 17.0; 1182.0; Midfielder; 6.782352; 8.0; 0.0; 0.0; 538.0; 27.0; 2.0; 0.0; 130.0; 68.0; 29.0; 15.0; 9.0; 6.0; 24.0; 18.0; 5.0; 0.0; false
162210; Arne; Engels; 170; 2023; 21.0; 185.0; 78.0; Belgium; 27.0; 1196.0; Midfielder; 6.807407; 13.0; 7.0; 3.0; 404.0; 11.0; 19.0; 2.0; 121.0; 57.0; 27.0; 11.0; 8.0; 5.0; 14.0; 18.0; 0.0; 1.0; false
25299; Hans Fredrik; Jensen; 170; 2023; 27.0; 183.0; 78.0; Finland; 22.0; 1352.0; Midfielder; 6.872727; 9.0; 5.0; 2.0; 376.0; 12.0; 32.0; 4.0; 132.0; 54.0; 23.0; 12.0; 25.0; 5.0; 2.0; 14.0; 1.0; 0.0; false
202755; Tim; Breithaupt; 170; 2023; 22.0; 192.0; 74.0; Germany; 12.0; 420.0; Midfielder; 6.490909; 1.0; 0.0; 0.0; 184.0; 13.0; 3.0; 0.0; 49.0; 26.0; 15.0; 5.0; 0.0; 0.0; 4.0; 7.0; 3.0; 0.0; false
14395; Kristijan; Jakić; 170; 2023; 27.0; 184.0; 78.0; Croatia; 11.0; 813.0; Midfielder; 7.018181; 7.0; 5.0; 2.0; 391.0; 28.0; 7.0; 1.0; 105.0; 57.0; 26.0; 12.0; 6.0; 3.0; 17.0; 12.0; 3.0; 0.0; false
48471; Rubén Estephan; Vargas Martínez; 170; 2023; 26.0; 179.0; 68.0; Switzerland; 27.0; 1760.0; Midfielder; 6.792592; 32.0; 15.0; 2.0; 523.0; 14.0; 25.0; 4.0; 200.0; 85.0; 20.0; 6.0; 45.0; 19.0; 26.0; 27.0; 3.0; 0.0; false
47058; Pep; Biel Mas Jaume; 170; 2023; 28.0; 167.0; 62.0; Spain; 8.0; 195.0; Midfielder; 6.7; 1.0; 0.0; 0.0; 81.0; 8.0; 4.0; 0.0; 24.0; 11.0; 3.0; 1.0; 6.0; 5.0; 0.0; 8.0; 1.0; 0.0; false
25413; Elvis; Rexhbeçaj; 170; 2023; 27.0; 182.0; 78.0; Kosovo; 25.0; 1994.0; Midfielder; 6.736; 19.0; 4.0; 2.0; 683.0; 20.0; 13.0; 0.0; 201.0; 107.0; 30.0; 21.0; 22.0; 8.0; 42.0; 20.0; 4.0; 0.0; false
25355; Arne Carl; Maier; 170; 2023; 25.0; 186.0; 79.0; Germany; 17.0; 616.0; Midfielder; 6.917647; 10.0; 4.0; 2.0; 330.0; 17.0; 14.0; 2.0; 50.0; 24.0; 10.0; 5.0; 16.0; 9.0; 3.0; 3.0; 0.0; 0.0; false
946; Melingo Kevin; Mbabu; 170; 2023; 29.0; 184.0; 83.0; Switzerland; 21.0; 1688.0; Defender; 6.85238; 2.0; 1.0; 0.0; 576.0; 19.0; 15.0; 2.0; 232.0; 112.0; 44.0; 21.0; 61.0; 23.0; 23.0; 37.0; 4.0; 0.0; false
25144; Maximilian; Bauer; 170; 2023; 24.0; 189.0; 84.0; Germany; 13.0; 740.0; Defender; 6.7; 2.0; 1.0; 1.0; 442.0; 34.0; 0.0; 0.0; 82.0; 45.0; 18.0; 11.0; 3.0; 2.0; 11.0; 12.0; 2.0; 0.0; false
10375; Iago; Amaral Borduchi; 170; 2023; 27.0; 181.0; 67.0; Brazil; 21.0; 1444.0; Defender; 6.961904; 12.0; 7.0; 1.0; 538.0; 19.0; 17.0; 1.0; 151.0; 85.0; 27.0; 14.0; 30.0; 19.0; 20.0; 14.0; 3.0; 0.0; false
25406; Ohis Felix; Uduokhai; 170; 2023; 27.0; 193.0; 89.0; Germany; 28.0; 2473.0; Defender; 6.928571; 11.0; 3.0; 2.0; 1452.0; 42.0; 8.0; 0.0; 251.0; 146.0; 28.0; 42.0; 6.0; 5.0; 21.0; 27.0; 3.0; 0.0; false
108475; Patric; Pfeiffer; 170; 2023; 25.0; 196.0; 91.0; Ghana; 8.0; 414.0; Defender; 6.842857; 4.0; 0.0; 0.0; 210.0; 18.0; 3.0; 1.0; 46.0; 29.0; 9.0; 11.0; 1.0; 0.0; 3.0; 6.0; 0.0; 0.0; false
25290; Jeffrey; Gouweleeuw; 170; 2023; 33.0; 188.0; 83.0; Netherlands; 25.0; 2144.0; Defender; 7.06; 8.0; 3.0; 1.0; 1252.0; 39.0; 9.0; 0.0; 172.0; 96.0; 31.0; 31.0; 20.0; 14.0; 8.0; 23.0; 5.0; 0.0; false
3001; Robert Krzysztof; Gumny; 170; 2023; 26.0; 182.0; 71.0; Poland; 13.0; 478.0; Defender; 6.653846; 2.0; 1.0; 0.0; 136.0; 8.0; 2.0; 0.0; 36.0; 19.0; 6.0; 7.0; 9.0; 5.0; 5.0; 7.0; 3.0; 0.0; false
15901; Mads Giersing Valentin; Pedersen; 170; 2023; 28.0; 174.0; 72.0; Denmark; 23.0; 1423.0; Defender; 6.83913; 8.0; 1.0; 1.0; 502.0; 17.0; 11.0; 1.0; 167.0; 97.0; 46.0; 17.0; 24.0; 18.0; 24.0; 22.0; 5.0; 1.0; false
25903; Finn Gilbert; Dahmen; 170; 2023; 26.0; 186.0; 80.0; Germany; 29.0; 2610.0; Goalkeeper; 7.127586; 0.0; 0.0; 0.0; 1181.0; 30.0; 1.0; 0.0; 17.0; 11.0; 1.0; 0.0; 0.0; 0.0; 4.0; 2.0; 4.0; 0.0; false
24968; Masaya; Okugawa; 170; 2023; 28.0; 177.0; 68.0; Japan; 2.0; 30.0; Midfielder; 6.7; 0.0; 0.0; 0.0; 9.0; 6.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
8683; Irvin Charly Jose; Cardona; 170; 2023; 27.0; 185.0; 76.0; France; 3.0; 51.0; Attacker; 6.533333; 2.0; 0.0; 0.0; 6.0; 1.0; 0.0; 0.0; 8.0; 2.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; false
129670; Nathanaël; Mbuku; 170; 2023; 22.0; 170.0; 65.0; France; 1.0; 4.0; Attacker; 6.7; 1.0; 0.0; 0.0; 7.0; 6.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
162771; Ngankam Jessic Gaïtan; Ngankam; 169; 2023; 24.0; 184.0; 84.0; Germany; 15.0; 270.0; Attacker; 6.364285; 7.0; 4.0; 0.0; 45.0; 2.0; 1.0; 0.0; 55.0; 17.0; 4.0; 0.0; 8.0; 3.0; 7.0; 11.0; 2.0; 0.0; false
353943; Ignacio; Ferri Julià; 169; 2023; 20.0; 192.0; 80.0; Spain; 5.0; 55.0; Attacker; 6.85; 1.0; 1.0; 1.0; 19.0; 2.0; 1.0; 0.0; 22.0; 12.0; 3.0; 0.0; 1.0; 1.0; 2.0; 1.0; 0.0; 0.0; false
161922; Ansgar; Knauff; 169; 2023; 22.0; 180.0; 73.0; Germany; 26.0; 1819.0; Attacker; 6.811538; 24.0; 12.0; 7.0; 526.0; 13.0; 11.0; 1.0; 221.0; 97.0; 38.0; 12.0; 53.0; 21.0; 20.0; 27.0; 4.0; 0.0; false
369674; Jean-Mattéo; Bahoya Négoce; 169; 2023; 19.0; 180.0; 76.0; France; 6.0; 141.0; Attacker; 6.383333; 0.0; 0.0; 0.0; 63.0; 8.0; 3.0; 0.0; 19.0; 8.0; 3.0; 1.0; 9.0; 4.0; 1.0; 1.0; 0.0; 0.0; false
174565; Hugo; Ekitike; 169; 2023; 22.0; 189.0; 75.0; France; 9.0; 309.0; Attacker; 6.8; 12.0; 5.0; 0.0; 87.0; 6.0; 5.0; 1.0; 65.0; 25.0; 5.0; 0.0; 20.0; 11.0; 5.0; 9.0; 3.0; 0.0; false
7722; Saša; Kalajdžić; 169; 2023; 27.0; 200.0; 90.0; Austria; 5.0; 329.0; Attacker; 6.9; 2.0; 1.0; 0.0; 77.0; 15.0; 3.0; 1.0; 40.0; 22.0; 2.0; 2.0; 3.0; 1.0; 10.0; 3.0; 0.0; 0.0; false
81573; Omar Khaled Mohamed Abd Elsala; Marmoush; 169; 2023; 25.0; 183.0; 81.0; Egypt; 24.0; 1860.0; Attacker; 7.225; 40.0; 26.0; 10.0; 421.0; 12.0; 36.0; 6.0; 275.0; 130.0; 18.0; 8.0; 79.0; 30.0; 59.0; 23.0; 6.0; 0.0; false
354084; Marko; Mladenović; 169; 2023; 19.0; 0.0; 0.0; Serbia; 1.0; 6.0; Midfielder; 6.7; 0.0; 0.0; 0.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
90594; Éric Junior; Dina Ebimbe; 169; 2023; 24.0; 183.0; 76.0; France; 26.0; 1670.0; Midfielder; 6.9; 32.0; 14.0; 4.0; 710.0; 20.0; 18.0; 2.0; 278.0; 119.0; 38.0; 7.0; 76.0; 37.0; 10.0; 47.0; 5.0; 0.0; false
16; Mario; Götze; 169; 2023; 32.0; 176.0; 75.0; Germany; 25.0; 1640.0; Midfielder; 6.976; 9.0; 7.0; 3.0; 951.0; 30.0; 28.0; 2.0; 172.0; 90.0; 38.0; 7.0; 31.0; 15.0; 31.0; 9.0; 3.0; 0.0; false
547; Donny; van de Beek; 169; 2023; 27.0; 184.0; 76.0; Netherlands; 7.0; 346.0; Midfielder; 6.6; 0.0; 0.0; 0.0; 122.0; 14.0; 3.0; 0.0; 37.0; 16.0; 8.0; 3.0; 6.0; 3.0; 1.0; 7.0; 1.0; 0.0; false
1803; Timothy; Chandler; 169; 2023; 34.0; 187.0; 84.0; USA; 5.0; 11.0; Midfielder; 6.966666; 2.0; 1.0; 0.0; 17.0; 3.0; 2.0; 1.0; 3.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
1822; Sebastian; Rode; 169; 2023; 34.0; 180.0; 71.0; Germany; 7.0; 55.0; Midfielder; 6.62; 0.0; 0.0; 0.0; 54.0; 6.0; 1.0; 0.0; 13.0; 8.0; 6.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
21587; Ellyes Joris; Skhiri; 169; 2023; 29.0; 185.0; 74.0; Tunisia; 22.0; 1768.0; Midfielder; 7.022727; 11.0; 8.0; 2.0; 1071.0; 40.0; 17.0; 1.0; 172.0; 94.0; 38.0; 33.0; 16.0; 11.0; 17.0; 15.0; 0.0; 0.0; false
382492; Elias Niklas; Baum; 169; 2023; 19.0; 180.0; 0.0; Germany; 4.0; 24.0; Defender; 6.533333; 0.0; 0.0; 0.0; 13.0; 2.0; 0.0; 0.0; 5.0; 1.0; 1.0; 0.0; 2.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
335094; Hugo Emanuel; Larsson; 169; 2023; 20.0; 187.0; 63.0; Sweden; 24.0; 1813.0; Midfielder; 6.8; 7.0; 4.0; 2.0; 884.0; 31.0; 10.0; 1.0; 110.0; 48.0; 30.0; 28.0; 18.0; 7.0; 2.0; 15.0; 1.0; 0.0; false
1809; Lucas; Silva Melo; 169; 2023; 25.0; 185.0; 81.0; Brazil; 26.0; 2248.0; Defender; 6.973076; 12.0; 6.0; 1.0; 1610.0; 52.0; 11.0; 2.0; 236.0; 126.0; 54.0; 31.0; 25.0; 11.0; 17.0; 25.0; 2.0; 1.0; false
276670; Farès; Chaïbi; 169; 2023; 22.0; 183.0; 69.0; Algeria; 24.0; 1584.0; Midfielder; 7.029166; 22.0; 11.0; 1.0; 590.0; 17.0; 35.0; 3.0; 136.0; 44.0; 20.0; 4.0; 15.0; 6.0; 9.0; 13.0; 2.0; 0.0; false
156490; Niels Patrick; Nkounkou; 169; 2023; 24.0; 180.0; 78.0; France; 24.0; 1176.0; Defender; 6.870833; 17.0; 7.0; 3.0; 612.0; 18.0; 15.0; 2.0; 223.0; 104.0; 48.0; 15.0; 70.0; 38.0; 1.0; 24.0; 4.0; 0.0; false
8451; Aurélio Gabriel Ulineia; Buta; 169; 2023; 27.0; 172.0; 66.0; Portugal; 25.0; 1465.0; Defender; 6.741666; 4.0; 3.0; 1.0; 704.0; 22.0; 8.0; 1.0; 173.0; 91.0; 35.0; 14.0; 27.0; 12.0; 18.0; 19.0; 5.0; 0.0; false
269531; Pharrell Nnamdi; Collins; 169; 2023; 20.0; 191.0; 82.0; Germany; 2.0; 90.0; Defender; 6.45; 0.0; 0.0; 0.0; 64.0; 26.0; 0.0; 0.0; 6.0; 2.0; 0.0; 2.0; 2.0; 1.0; 1.0; 0.0; 0.0; 0.0; false
25292; Philipp Martin; Max; 169; 2023; 31.0; 177.0; 74.0; Germany; 22.0; 1287.0; Defender; 6.87; 7.0; 2.0; 1.0; 667.0; 25.0; 19.0; 2.0; 88.0; 51.0; 25.0; 7.0; 10.0; 6.0; 8.0; 7.0; 2.0; 0.0; false
